Federal School ID,Entity Type,Street Address,Year Round Yes/No,Public Yes/No,Administrator Name,Administrator Phone,Administrator Phone Ext.,Administrator Email,Virtual Instruction Type,School,Street City
No Data,K-12 Schools (Private),Information Redacted,N,N,Gloria Cooper,No Data,No Data,No Data,No Data,New Age Academy,Berkeley
No Data,Elementary School (Private),1475 Rose St.,N,N,Dan Meyers,No Data,No Data,dmeyers@crowden.org,No Data,The Crowden School,Berkeley
No Data,Elementary School (Private),Information Redacted,N,N,Bruce Shoup,No Data,No Data,bruce@archwayschool.org,No Data,Archway School,Berkeley
No Data,High Schools (Private),2727 College Ave.,N,N,Anne Crowley,No Data,No Data,annec@maybeckhs.org,No Data,Maybeck High School,Berkeley
No Data,High Schools (Private),1294 Albina Ave.,N,N,Peter Imperial,No Data,No Data,pimperial@stmchs.org,No Data,Saint Mary's College High School,Berkeley
No Data,High Schools (Private),Information Redacted,N,N,Saul Drevitch,No Data,No Data,No Data,No Data,Arrowsmith Academy,Berkeley
No Data,Elementary School (Private),1310 University Ave.,N,N,Elise Wilks,No Data,No Data,ewilks@theberkeleyschool.org,No Data,The Berkeley School,Berkeley
No Data,Elementary School (Private),2722 Benvenue Ave.,N,N,Celeste Penney,No Data,No Data,cpenney@theacademyschool.org,No Data,The Academy,Berkeley
No Data,Elementary School (Private),1809 Bancroft Way,N,N,Lauren Ebner,No Data,No Data,operations@berkwood.org,No Data,Berkwood Hedge School,Berkeley
No Data,Elementary School (Private),Information Redacted,N,N,Natalie Tovani-Walchuk,No Data,No Data,No Data,No Data,St. Joseph the Worker,Berkeley
No Data,Elementary School (Private),1225 Milvia St.,N,N,Joseph Nagel,No Data,No Data,jnagel@csdo.org,No Data,School of the Madeleine,Berkeley
No Data,Elementary School (Private),2027 7Th St.,N,N,Melinda Morris,No Data,No Data,mmorris@blackpinecircle.org,No Data,Black Pine Circle,Berkeley
No Data,Elementary School (Private),Information Redacted,N,N,Claudine Swickard,No Data,No Data,cloudswicks@gmail.com,No Data,Walden Center & School,Berkeley
No Data,High Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,ST. DAVID'S EDUCATIONAL CLINIC,Berkeley
No Data,Ungraded Schools (Private),2126 6th St.,N,N,Angela McGee,No Data,No Data,angelamcgee5@gmail.com,No Data,Via Center,Berkeley
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,HEARTS LEAP,BERKELEY
No Data,Elementary School (Private),Information Redacted,N,N,Joyce Ahern,No Data,No Data,No Data,No Data,East Bay School For Girls,Berkeley
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,OUR,BERKELEY
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,EAST BAY SCHOOL OF THE ARTS MI,Oakland
No Data,Preschool,1460 Eighth St.,N,Y,No Data,No Data,No Data,No Data,No Data,Franklin Parent Nursery,Berkeley
No Data,Preschool,1522 Ward St.,N,Y,No Data,No Data,No Data,No Data,No Data,Longfellow Parent Nursery,Berkeley
No Data,Preschool,2425 Atherton,N,Y,No Data,No Data,No Data,No Data,No Data,UC Child Study Parent Nursery,Berkeley
11357,Alternative Schools of Choice,18400 Clifton Way,N,Y,Suzy Williams,No Data,No Data,suzywilliams@cv.k12.ca.us,No Data,Redwood Alternative High,Castro Valley
13206,Adult Education Centers,4430 Alma Ave.,N,Y,Beth Cutter,(510) 886-1000,No Data,bcutter@cv.k12.ca.us,Primarily Classroom,Castro Valley Adult and Career Education,Castro Valley
00750,Special Education Schools (Public),18400 Clifton Way,N,Y,Kenneth Kahn,(510) 537-3193,No Data,kkahn@cv.k12.ca.us,Not Virtual,Roy A. Johnson High,Castro Valley
No Data,Adult Education Centers,4400 Alma Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Redwood Adult Center,Castro Valley
No Data,Adult Education Centers,19400 Santa Maria Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Castro Valley Evening High Sch,Castro Valley
00742,High Schools (Public),19400 Santa Maria Ave.,N,Y,Christopher Fortenberry,(510) 537-5910,No Data,cfortenberry@cv.k12.ca.us,Not Virtual,Castro Valley High,Castro Valley
14010,K-12 Schools (Public),18400 Clifton Way,N,Y,Kenneth Kahn,(510) 537-3193,No Data,kkahn@cv.k12.ca.us,Primarily Virtual,Castro Valley Virtual Academy,Castro Valley
00744,Continuation High Schools,18400 Clifton Way,N,Y,Kenneth Kahn,(510) 537-3193,No Data,kkahn@cv.k12.ca.us,Primarily Classroom,Redwood Continuation High,Castro Valley
No Data,Intermediate/Middle Schools (Public),3310 Barlow Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,A. B. Morris Intermediate,Castro Valley
00741,Elementary Schools (Public),20185 San Miguel Ave.,N,Y,Elizabeth Contreras,(510) 537-1919,No Data,econtreras@cv.k12.ca.us,Not Virtual,Castro Valley Elementary,Castro Valley
07661,Elementary Schools (Public),19104 Lake Chabot Rd.,N,Y,Delnaz Hosseini,No Data,No Data,dhosseini@cv.k12.ca.us,Not Virtual,Chabot Elementary,Castro Valley
No Data,Elementary Schools (Public),18400 Clifton Way,N,Y,No Data,No Data,No Data,No Data,No Data,Clifton Elementary,Castro Valley
06909,Intermediate/Middle Schools (Public),19722 Center St.,N,Y,Susan Shih,No Data,No Data,sshih@cv.k12.ca.us,Not Virtual,Creekside Middle,Castro Valley
09342,Elementary Schools (Public),21201 Independent School Rd.,N,Y,Patrick Hansen-Schmitt,(510) 537-9558,4861,phansenschmitt@cv.k12.ca.us,Not Virtual,Independent Elementary,Castro Valley
00746,Elementary Schools (Public),20111 Marshall St.,N,Y,Yvonna Rogers,No Data,No Data,yrogers@cv.k12.ca.us,Not Virtual,Marshall Elementary,Castro Valley
00747,Elementary Schools (Public),6395 Palo Verde Rd.,N,Y,Jennifer Tomita,No Data,No Data,jtomita@cv.k12.ca.us,Not Virtual,Palomares Elementary,Castro Valley
No Data,Elementary Schools (Public),17570 Almond Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Parsons Elementary,Castro Valley
00749,Elementary Schools (Public),17520 Redwood Rd.,N,Y,Jeffrey Keller,(510) 537-0630,4552,jkeller@cv.k12.ca.us,Not Virtual,Proctor Elementary,Castro Valley
No Data,Elementary Schools (Public),19722 Center St.,N,Y,No Data,No Data,No Data,No Data,No Data,Redwood Elementary,Castro Valley
No Data,Elementary Schools (Public),4208 James Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Redwood Primary,Castro Valley
09525,Elementary Schools (Public),2644 Somerset Ave.,N,Y,Gina Faria,No Data,No Data,gfaria@cv.k12.ca.us,Not Virtual,Stanton Elementary,Castro Valley
No Data,Elementary Schools (Public),2755 Sydney Way,N,Y,No Data,No Data,No Data,No Data,No Data,Sydney Elementary,Castro Valley
00752,Elementary Schools (Public),5100 Vannoy,N,Y,Doris DeLaTorre,(510) 537-1832,4641,ddelatorre@cv.k12.ca.us,Not Virtual,Vannoy Elementary,Castro Valley
00740,Intermediate/Middle Schools (Public),19600 Cull Canyon Rd.,N,Y,April Wong,(510) 538-8833,6003,awong@cv.k12.ca.us,Not Virtual,Canyon Middle,Castro Valley
04339,Elementary Schools (Public),20001 Carson Ln.,N,Y,Lisa MacLean,(510) 537-6355,4951,lgarcia@cv.k12.ca.us,Not Virtual,Jensen Ranch Elementary,Castro Valley
No Data,K-12 Schools (Private),19234 Lake Chabot Rd.,N,N,Kelle Patrick,No Data,No Data,jacqueline.holt@na.oneschoolglobal.com,No Data,OneSchool Global - San Francisco,Castro Valley
No Data,K-12 Schools (Private),Information Redacted,N,N,DON MOSCHELLA,No Data,No Data,keithallen7@hotmail.com,No Data,A Shepherd's Heart Christian School,Castro Valley
No Data,Elementary School (Private),1914 Grove way Rear,N,N,Tasha Walker,No Data,No Data,tmgivingtree@ymail.com,No Data,The Montessori Giving Tree,Castro Valley
No Data,Elementary School (Private),Information Redacted,N,N,Jean gao,No Data,No Data,jeangao@yahoo.com,No Data,"School of Love, Joy and Peace",Castro Valley
No Data,Elementary School (Private),Information Redacted,N,N,Lisa Lee,No Data,No Data,No Data,No Data,Vita Academy,Castro Valley
No Data,Elementary School (Private),Information Redacted,N,N,Kelly Arribas,No Data,No Data,camelotschoolcv@yahoo.com,No Data,Camelot School,Castro Valley
No Data,Elementary School (Private),19300 Redwood Rd.,N,N,Megan Sinisi,No Data,No Data,megansinisi@rcs.edu,No Data,Redwood Christian Elementary,Castro Valley
No Data,Elementary School (Private),19920 Anita Ave.,N,N,Gena McGowan,No Data,No Data,gmcgowan@csdo.org,No Data,Our Lady of Grace School,Castro Valley
No Data,Elementary School (Private),Information Redacted,N,N,Mike Kady,No Data,No Data,No Data,No Data,Redwood Christian Schools–Crossroads,Castro Valley
No Data,K-12 Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,NEW LIFE ACADEMY,CASTRO VALLEY
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,R-KID'S KDGN./EXTENDED CENTER,Castro Valley
01426,High Schools (Public),1100 47th St.,N,Y,Jessica Goode,(510) 601-4961,No Data,jessica.goode@emeryusd.org,Not Virtual,Emery Secondary,Emeryville
No Data,Adult Education Centers,4727 San Pablo Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Emery Adult,Emeryville
No Data,Elementary Schools (Public),1275 61st St.,N,Y,No Data,No Data,No Data,No Data,No Data,Ralph Hawley Elementary,Emeryville
01425,Elementary Schools (Public),4727 San Pablo,N,Y,Samantha Burke,No Data,No Data,samantha.burke@emeryusd.k12.ca.us,Not Virtual,Anna Yates Elementary,Emeryville
05595,Intermediate/Middle Schools (Public),1275 - 61st St.,N,Y,Jerold Preston,(510) 655-6936,No Data,jpreston@emeryusd.k12.ca.us,No Data,Emery Middle,Emeryville
No Data,Elementary School (Private),1070 41st St.,N,N,Kaylene Rudd,No Data,No Data,office@ebgis.org,No Data,East Bay German International School,Emeryville
No Data,Elementary School (Private),Information Redacted,N,N,Martin Walter,No Data,No Data,mwalter@ebgis.org,No Data,East Bay German International School,Emeryville
No Data,Kindergartens (Private),Information Redacted,N,N,Julia Neely,No Data,No Data,jneely@guidepostmontessori.com,No Data,Guidepost Montessori at Emeryville,Emeryville
13083,Special Education Schools (Public),4700 Calaveras Ave.,N,Y,Jaclyn Nefdt,No Data,No Data,jnefdt@fusdk12.net,Not Virtual,Young Adult Program,Fremont
13675,Special Education Schools (Public),39207 Sundale Dr.,N,Y,Charlene Sim,(510) 651-1190,25102,csim@fusdk12.net,Not Virtual,Glankler Early Learning Center,Fremont
01654,High Schools (Public),36300 Fremont Blvd.,N,Y,Sandhya Sharma,(510) 796-1776,57210,ssharma@fusdk12.net,Not Virtual,American High,Fremont
01686,Continuation High Schools,4455 Seneca Park Ave.,N,Y,Salvador Herrera,(510) 657-9155,49105,sherrera@fusdk12.net,Not Virtual,Robertson High (Continuation),Fremont
09369,Alternative Schools of Choice,4455 Seneca Park Ave.,N,Y,Salvador Herrera,(510) 657-9155,49105,sherrera@fusdk12.net,Primarily Classroom,Vista Alternative,Fremont
07479,K-12 Schools (Public),4700 Calaveras Ave.,N,Y,Teresa Abercrombie,(510) 797-0100,29306,tabercrombie@fusdk12.net,Not Virtual,Circle of Independent Learning,Fremont
13325,Adult Education Centers,4700 Calaveras Ave.,N,Y,Heidi McFadden,(510) 793-6465,29105,hmcfadden@fusdk12.net,Primarily Classroom,Fremont Adult and Continuing Education,Fremont
01671,High Schools (Public),41800 Blacow Rd.,N,Y,Stanley Hicks,(510) 656-5711,46486,shicks@fusdk12.net,Not Virtual,Irvington High,Fremont
01672,High Schools (Public),39999 Blacow Rd.,N,Y,Ronaldo Fisher,(510) 657-4070,27030,rfisher@fusdk12.net,Not Virtual,John F. Kennedy High,Fremont
01678,High Schools (Public),41717 Palm Ave.,N,Y,Amy Perez,(510) 657-3600,37217,aperez@fusdk12.net,Not Virtual,Mission San Jose High,Fremont
01692,High Schools (Public),38442 Fremont Blvd.,N,Y,Robert Moran,(510) 505-7300,67100,bmoran@fusdk12.net,Not Virtual,Washington High,Fremont
No Data,Continuation High Schools,3400 Eggers Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,Williamson High,Fremont
14601,Elementary Schools (Public),45051 Wisdom Rd.,N,Y,Angela Hsu,(510) 490-1205,39104,ahsu@fusdk12.net,Not Virtual,Lila Bringhurst Elementary,Fremont
No Data,Elementary Schools (Public),5203 Curtis St.,N,Y,Christie Rocha,(510) 659-2531,12631,cmrocha@fusdk12.net,Not Virtual,Carmen R. Meléndez,Fremont
No Data,Elementary Schools (Public),3375 Warwick Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Alviso Elementary,Fremont
01656,Elementary Schools (Public),40404 Sundale Dr.,N,Y,Jose Hernandez,(510) 656-5121,22104,jhernandez@fusdk12.net,Not Virtual,John Blacow Elementary,Fremont
01657,Elementary Schools (Public),39201 Sundale Dr.,N,Y,Tammy Pachote,(510) 657-5020,23103,tpachote@fusdk12.net,Not Virtual,Brier Elementary,Fremont
01659,Elementary Schools (Public),36700 San Pedro Dr.,N,Y,Jin Kim,(510) 792-3232,62106,jkim3@fusdk12.net,Not Virtual,Cabrillo Elementary,Fremont
No Data,Elementary Schools (Public),39600 Sundale Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,Noll (Conrad) Elementary,Fremont
No Data,Elementary Schools (Public),42875 Gatewood St.,N,Y,No Data,No Data,No Data,No Data,No Data,David Reynolds Elementary,Fremont
01666,Elementary Schools (Public),43030 Newport Dr.,N,Y,Judy Nye,(510) 656-6438,42101,jnye@fusdk12.net,Not Virtual,E. M. Grimmer Elementary,Fremont
No Data,Elementary Schools (Public),5301 Curtis St.,N,Y,No Data,No Data,No Data,No Data,No Data,Marshall (Earl) Elementary,Fremont
01663,Elementary Schools (Public),4620 Mattos Dr.,N,Y,Brian Benevides,(510) 797-0740,63102,bbenevides@fusdk12.net,Not Virtual,Glenmoor Elementary,Fremont
No Data,Elementary Schools (Public),35699 Niles Blvd.,N,Y,No Data,No Data,No Data,No Data,No Data,Hacienda Elementary,Fremont
01665,Elementary Schools (Public),42875 Gatewood St.,N,Y,Trisha Johnson,(510) 656-6438,41103,tjohnson@fusdk12.net,Not Virtual,Harvey Green Elementary,Fremont
01662,Elementary Schools (Public),40292 Leslie St.,N,Y,Jamie Shimomura,(510) 657-7080,24100,jshimomura@fusdk12.net,Not Virtual,J. Haley Durham Elementary,Fremont
01673,Elementary Schools (Public),47100 Fernald St.,N,Y,Lizaday Rancap-Perez,(510) 657-6100,44102,lrancapperez@fusdk12.net,Not Virtual,James Leitch Elementary,Fremont
01655,Elementary Schools (Public),39450 Royal Palm Dr.,N,Y,Carole Diamond,(510) 657-3900,21103,cdiamond@fusdk12.net,Not Virtual,Joseph Azevada Elementary,Fremont
No Data,Preschool,2650 Bruce Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,Linda Vista Elementary,Fremont
01674,Elementary Schools (Public),38700 Logan Dr.,N,Y,Christopher Wood,(510) 797-4426,64102,cwood@fusdk12.net,Not Virtual,Tom Maloney Elementary,Fremont
01675,Elementary Schools (Public),37944 Farwell Dr.,N,Y,Sherea Westra,(510) 793-1359,65102,swestra@fusdk12.net,Not Virtual,John G. Mattos Elementary,Fremont
01679,Elementary Schools (Public),41700 Denise St.,N,Y,Jaclyn McClintock,(510) 656-2000,34170,jmcclintock@fusdk12.net,Not Virtual,Mission Valley Elementary,Fremont
01680,Elementary Schools (Public),37141 Second St.,N,Y,Brannin Dorsey,No Data,No Data,bdorsey@fusdk12.net,Not Virtual,Niles Elementary,Fremont
01668,Elementary Schools (Public),41399 Chapel Way,N,Y,Christina Arroyo,(510) 657-3537,43102,carroyo@fusdk12.net,Not Virtual,O. N. Hirsch Elementary,Fremont
No Data,Elementary Schools (Public),4700 Calaveras Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Origin L. Mowry Elementary,Fremont
01684,Elementary Schools (Public),2601 Parkside Dr.,N,Y,Walter Lewis,(510) 793-7492,66106,wlewis@fusdk12.net,Not Virtual,Parkmont Elementary,Fremont
01685,Elementary Schools (Public),35521 Cabrillo Dr.,N,Y,Kristin Dil,(510) 793-0420,55103,kdil@fusdk12.net,Not Virtual,Patterson Elementary,Fremont
No Data,Elementary Schools (Public),43100 Isle Royal St.,N,Y,No Data,No Data,No Data,No Data,No Data,Timothy Rix Elementary,Fremont
01688,Elementary Schools (Public),38569 Canyon Heights Dr.,N,Y,Michelle Guerrero,No Data,No Data,mguerrero@fusdk12.net,Not Virtual,Vallejo Mill Elementary,Fremont
01690,Elementary Schools (Public),47370 Warm Springs Blvd.,N,Y,Scott Iwata,(510) 656-1611,45001,siwata@fusdk12.net,Not Virtual,Warm Springs Elementary,Fremont
01660,Intermediate/Middle Schools (Public),37720 Fremont Blvd.,N,Y,Susan Lemke,(510) 797-2072,68152,slemke@fusdk12.net,Not Virtual,Centerville Middle,Fremont
01689,Intermediate/Middle Schools (Public),39600 Logan Dr.,N,Y,Dana Graham,(510) 656-7211,28150,dgraham@fusdk12.net,Not Virtual,G. M. Walters Middle,Fremont
No Data,Intermediate/Middle Schools (Public),4455 Seneca Park Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Robertson (Gus C.) Junior High,Fremont
01670,Intermediate/Middle Schools (Public),4350 Irvington Ave.,N,Y,Cindy Hicks-Rodriguez,(510) 656-4000,48109,chicks-rodriguez@fusdk12.net,Not Virtual,John M. Horner Middle,Fremont
01687,Intermediate/Middle Schools (Public),4357 Thornton Ave.,N,Y,Sharon Strausbaugh,(510) 793-9090,58153,sstrausbaugh@fusdk12.net,Not Virtual,Thornton Middle,Fremont
01669,Intermediate/Middle Schools (Public),600 Driscoll Rd.,N,Y,Nancy Kuei,(510) 656-3500,38109,nkuei@fusdk12.net,Not Virtual,William Hopkins Middle,Fremont
01664,Elementary Schools (Public),555 Lemos Ln.,N,Y,Pamela Hughes,(510) 656-3414,32003,phughes@fusdk12.net,Not Virtual,John Gomes Elementary,Fremont
No Data,Elementary Schools (Public),611 Olive Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Olivos de Guadalupe,Fremont
No Data,Preschool,39201 Sundale Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,Glankler (Donald G.) (Oh),Fremont
01658,Elementary Schools (Public),3400 Nicolet Ave.,N,Y,Malinda Elliott,(510) 797-5940,52008,melliott@fusdk12.net,Not Virtual,Brookvale Elementary,Fremont
01691,Elementary Schools (Public),3375 Warwick Rd.,N,Y,Barbara Ochoa,(510) 793-8660,56103,bochoa@fusdk12.net,Not Virtual,Warwick Elementary,Fremont
No Data,Elementary Schools (Public),40230 Laiolo Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Fremont Elementary,Fremont
No Data,Elementary Schools (Public),No Data,N,Y,No Data,No Data,No Data,No Data,No Data,Irvington Elementary,No Data
01661,Elementary Schools (Public),801 Plymouth Ave.,N,Y,Kimberley Pedrotti,(510) 656-5242,31105,kpedrotti@fusdk12.net,Not Virtual,Joshua Chadbourne Elementary,Fremont
01677,Elementary Schools (Public),43545 Bryant St.,N,Y,Katherine Carter,(510) 656-1200,33103,kcarter@fusdk12.net,Not Virtual,Mission San Jose Elementary,Fremont
01683,Elementary Schools (Public),4180 Alder Ave.,N,Y,Linda Anderson,(510) 797-1135,54103,lindaanderson@fusdk12.net,Not Virtual,Oliveira Elementary,Fremont
01676,Elementary Schools (Public),5200 Valpey Park Dr.,N,Y,Jorge Gonzalez,(510) 657-0344,26101,jgonzalez@fusdk12.net,Not Virtual,Steven Millard Elementary,Fremont
08138,Elementary Schools (Public),33955 Emilia Ln.,N,Y,Glynis Mason,(510) 794-0392,51400,gmason@fusdk12.net,Not Virtual,Ardenwood Elementary,Fremont
